MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
253115014	7000	1BA7	1BA7.00	Parietal headache	162304002	253115014	27
7271981000006114	1	^ESCTPA727198		Paroxysmal hemicrania (headache one side of head)	443094001	2966705015	32
5008481000006113	1	^ESCTPD500848		PDPH - Post dural puncture headache	230479008	345371014	31
5008471000006110	20	^ESCTPO500847		Post dural puncture headache	230479008	345370010	31
6615391000006115	20	^ESCTPO661539		Post-lumbar puncture headache	398987004	1786604018	32
2711131000006112	1	^ESCTPO271113		Postseizure headache	13322008	22787013	31
8038371000006117	1	^ESCTPR803837		Primary thunderclap headache	122731000119104	2959077018	31
3196761000006114	2	^ESCTRE319676		Rebound headache	43242008	2966548011	31
547601000000118	20000	8H4c	8H4c.00	Referral to headache special interest general practitioner	307051000000100	547601000000118	40
7016071000006117	4	^ESCTRE701607		Refractory migraine	423894005	2644986016	31
3789081000006119	40	^ESCTRE378908		Retinal migraine	79267007	131521019	31
1629041000006115	5000	9Nl7	9Nl7.00	Seen by general practitioner with special interest in headache	307111000000103	547721000000116	37
253120014	2000	1BB3	1BB3.00	Shooting headache	162309007	253120014	27
416176013	400	F262C	F262C00	Short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing syndrome	725058003	3448168016	32
297335012	5000	F2611	F261100	Sick headache	193028008	297335012	32
9300010	9000	1BA9	1BA9.00	Sinus headache	4969004	9300010	27
142901000006114	60000	1B1G0	1B1G000	Sinus headache	4969004	9300010	27
217741000000112	200000	1BA5-1	1BA5.11	Sinus headache	4969004	9300010	27
135361000006115	100	L387	L387.00	Spinal and epidural anaesthesia-induced headache during labour and delivery	200076006	307487010	5
135341000006119	10	L3840	L384000	Spinal and epidural anaesthesia-induced headache during pregnancy	200072008	307480012	32
135351000006117	50	L3841	L384100	Spinal and epidural anaesthesia-induced headache during the puerperium	200073003	307483014	5
4801211000006117	1	^ESCTSP480121		Spinal and epidural anesthesia-induced headache during labor and delivery	200076006	307488017	5
345355014	1000	F26y2	F26y200	Status migrainosus	230467008	345355014	32
3582261000006110	5	^ESCTST358226		Stress headache	66551002	1232807016	31
7864921000006114	2	^ESCTSU786492		SUNCT (short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing) syndrome	725058003	3448169012	32
69073019	50000	1BA8	1BA8.00	Temporal headache	41413006	69073019	27
1786078018	800000	E2781	E278100	Tension headache	398057008	1786078018	32
359201000006116	90000	F2626	F262600	Tension-type headache	398057008	1777627014	32
253119015	10000	1BB2	1BB2.00	Throbbing headache	162308004	253119015	27
4060451000006113	20	^ESCTTH406045		Thunderclap headache	95660002	158468014	31
7073611000006119	2	^ESCTTR707361		Transformed migraine	427419006	2675300019	31
1977851000006118	1	JHCUN5		Unexplained recurrent headaches	1977851000006102	1977851000006118	27
166489012	40000	1BA3	1BA3.00	Unilateral headache	103006007	166489012	27
14128191000006112	200	^ESCT1412819		Unilateral headache	162300006	253108018	27
14168501000006115	1	^ESCT1416850		Unilateral left sided headache	1119294003	4361451016	31
14168521000006113	1	^ESCT1416852		Unilateral right sided headache	1119295002	4361444013	31
65811000006110	2000	F2X	F2X..00	Vascular headache	128187005	206410010	32
3856501000006116	30	^ESCTVE385650		Vertebrobasilar migraine	83351003	1234821018	32
5034261000006115	100	^ESCTVE503426		Vestibular migraine	232284007	3317357015	31
252948015	20000	1B1G1	1B1G100	Viral headache	162211001	252948015	27
158459012	2000	F2627	F262700	Chronic paroxysmal hemicrania	95654002	158459012	32
2838283014	2000	F262D	F262D00	Paroxysmal hemicrania	443094001	2838283014	32
2839331010	2000	ESCTHE7		Hemicrania continua	443095000	2839331010	32
1743431000006111	100	EMISNQCH57		Chronic Paroxysmal Hemicrania	1743431000006107	1743431000006111	32
317265011	300000	R0400	R040000	Facial pain	95668009	158482014	27
3515755016	1	^ESCT1166155		Acute facial pain	735937001	3515755016	31
3636671011	2	^ESCT1169173		Chronic orofacial pain	762454002	3636671011	31
3659851000006116	3000	^ESCTAT365985		Atypical facial pain	71303008	501847011	32
7163621000006113	5	^ESCTCH716362		Chronic facial pain	432615008	2766132019	31
13651221000006110	6	^ESCT1365122		Persistent idiopathic facial pain	785723001	3768154011	31
3994451000006112	1	^ESCTAR399445		Arthralgia of temporomandibular joint	91943004	152317017	31
253122018	4000	1BB5	1BB5.00	Heavy head	162311003	253122018	27
142764012	1000000	H120	H120.00	Chronic rhinitis	86094006	142764012	32
