MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
5879591000006112	1	^ESCTGU587959		Guarding of epigastrium	300412007	441477015	31
5879651000006117	3	^ESCTGU587965		Guarding of left iliac fossa	300418006	441483017	31
5879641000006119	8	^ESCTGU587964		Guarding of right iliac fossa	300417001	441482010	31
5024161000006112	9	^ESCTHY502416		Hypochondriacal pain	231515001	346993015	31
317570015	100000	R0907	R090700	Hypochondrial pain	271853005	406844011	32
330071000006112	2000	7NB2f	7NB2f00	Hypogastric region structure	11708003	2615914011	32
369362015	20000	197-2	197..12	Iliac fossa pain	247354009	369362015	27
59007019	200000	1966	1966.00	Infantile colic	35363006	59007019	27
486137015	20000	1966-1	1966.11	Infantile colic - symptom	35363006	486137015	27
2659101000006115	1	^ESCTIN265910		Intestinal colic	9991008	17445016	27
5892751000006110	30	^ESCTLE589275		Left hypochondrial pain	301368006	442652010	31
252594014	300000	1978	1978.00	Left iliac fossa pain	162052001	252594014	27
5700651000006115	500	^ESCTLE570065		Left sided abdominal pain	285387005	424372018	31
252585015	10000	1973	1973.00	Left subcostal pain	162047006	252585015	27
4546241000006115	10	^ESCTLI454624		LIF - Left iliac fossa pain	162052001	252593015	27
4077741000006111	1	^ESCTLO407774		Localized abdominal pain	102613000	165941018	31
90723010	2000000	197C	197C.00	Lower abdominal pain	54586004	90723010	27
3486491000006110	1	^ESCTME348649		Meteorism	60728008	100898015	32
3475231000006112	5	^ESCTMI347523		Midabdominal crampy pain	60043000	99750011	31
2670871000006114	3	^ESCTMU267087		Mucous colitis	10743008	18667012	32
252571013	20000	1963	1963.00	Non-colicky abdominal pain	162038003	252571013	27
455443010	100000	R090N	R090N00	Nonspecific abdominal pain	304542004	446863014	32
2676131000006118	2000	^ESCTNO267613		Nonspecific abdominal symptom	11072008	19185011	32
402479018	50000	25C	25C..00	O/E - abdo. pain on palpation	268941000	402479018	27
402478014	70000	25C-5	25C..15	O/E - abdomen tender	268941000	402478014	27
5561641000006110	500	^ESCTOE556164		O/E - abdominal pain	274287009	410069014	31
254388018	200	25F	25F..00	O/E - abdominal rigidity	163248003	254388018	27
254393015	80	25FZ	25FZ.00	O/E - abdominal rigidity NOS	163248003	254388018	27
402481016	2000	25F2-1	25F2.11	O/E - acute abdomen	268942007	402481016	27
290131000006112	900	25F2	25F2.00	O/E - board-like abdominal rigidity	268942007	402480015	27
5561661000006114	100	^ESCTOE556166		O/E - epigastric pain	274288004	410070010	31
254367010	400	25D3	25D3.00	O/E - guarding - epigastrium	163227000	254367010	27
254373011	100	25D9	25D9.00	O/E - guarding - hypogastrium	163233009	254373011	27
254370014	100	25D6	25D6.00	O/E - guarding - umbilical	163230007	254370014	27
254364015	1000	25D-1	25D..11	O/E - guarding of abdomen	163224007	254364015	27
254363014	3000	25D	25D..00	O/E - guarding on palpation	163224007	254363014	27
411281013	600	25C-2	25C..12	O/E - iliac pain on palpation	275315004	411281013	27
254379010	100	25E3	25E3.00	O/E - rebound - epigastrium	163239008	254379010	27
254385015	50	25E9	25E9.00	O/E - rebound - hypogastrium	163245000	254385015	27
254382017	40	25E6	25E6.00	O/E - rebound - umbilical	163242002	254382017	27
254357017	1000	25C-4	25C..14	O/E - umbilical pain on palp.	163218001	254357017	27
254375016	300	25DZ	25DZ.00	O/E -guarding on palpation NOS	163224007	254363014	27
5561701000006118	70	^ESCTOE556170		O/E left iliac fossa tender	274292006	410074018	31
254353018	30000	25C3	25C3.00	On examination - abdominal pain - epigastrium	163215003	2667393014	27
254360012	5000	25C9	25C9.00	On examination - abdominal pain - hypogastrium	163221004	2667731012	27
254354012	5000	25C4	25C4.00	On examination - abdominal pain - left hypochondrium	163216002	2667726010	27
254361011	20000	25CA	25CA.00	On examination - abdominal pain - left iliac	163222006	2667732017	27
254358010	2000	25C7	25C7.00	On examination - abdominal pain - left lumbar	163219009	2667729015	27
254352011	20000	25C2	25C2.00	On examination - abdominal pain - right hypochondrium	163214004	2667392016	27
254359019	20000	25C8	25C8.00	On examination - abdominal pain - right iliac	163220003	2667730013	27
254355013	2000	25C5	25C5.00	On examination - abdominal pain - right lumbar	163217006	2667727018	27
254356014	3000	25C6	25C6.00	On examination - abdominal pain - umbilical	163218001	2667728011	27
254362016	10000	25CZ	25CZ.00	On examination - abdominal pain on palpation	268941000	2669747018	27
452290019	20000	25C-1	25C..11	On examination - epigastric pain on palpation	308903002	2670271016	27
4560061000006116	1	^ESCTON456006		On examination - guarding - epigastrium	163227000	2667737011	27
254368017	60	25D4	25D4.00	On examination - guarding - left hypochondrium	163228005	2667738018	27
254374017	400	25DA	25DA.00	On examination - guarding - left iliac	163234003	2668467016	27
254366018	400	25D2	25D2.00	On examination - guarding - right hypochondrium	163226009	2667736019	27
254372018	2000	25D8	25D8.00	On examination - guarding - right iliac	163232004	2668465012	27
5561681000006116	4	^ESCTON556168		On examination - iliac pain - abdominal	274289007	2669896016	31
5561691000006118	3	^ESCTON556169		On examination - lumbar pain abdominal	274290003	3009506019	31
254386019	300	25EA	25EA.00	On examination - rebound - left iliac	163246004	2667204013	27
254378019	100	25E2	25E2.00	On examination - rebound - right hypochondrium	163238000	2668471018	27
254384016	1000	25E8	25E8.00	On examination - rebound - right iliac	163244001	2666960017	27
254380013	40	25E4	25E4.00	On examination - rebound-left hypochondrium	163240005	2667398017	27
317573018	30000	R090A	R090A00	Pain in left iliac fossa	162052001	252592013	27
317572011	60000	R0909	R090900	Pain in right iliac fossa	162051008	252591018	27
4546261000006116	4	^ESCTPA454626		Pain of hypogastrium	162053006	252596011	27
5243151000006116	5	^ESCTPA524315		Pain on abdominal wall movement	247362001	369373010	31
7050521000006116	10	^ESCTPA705052		Pain radiating to lower abdomen	425860006	2676087017	31
7077301000006119	6	^ESCTPA707730		Pain radiating to middle abdomen	427668002	2676089019	31
7068601000006119	5	^ESCTPA706860		Pain radiating to upper abdomen	427075000	2676098016	31
7278511000006117	2	^ESCTPE727851		Periumbilical abdominal pain	443503005	2873027010	31
7278501000006115	2	^ESCTPE727850		Periumbilical pain	443503005	2839848012	31
5965591000006114	6	^ESCTPS596559		Psychosomatic abdominal pain	307199009	450398016	27
3073601000006112	7	^ESCTRE307360		Rebound tenderness	35611005	59417015	31
5893381000006113	2	^ESCTRE589338		Rebound tenderness of left iliac fossa	301420004	442713013	31
5893361000006115	2	^ESCTRE589336		Rebound tenderness of right iliac fossa	301419005	442712015	31
7223421000006117	600	^ESCTRE722342		Recurrent abdominal pain	439469002	2791396015	27
317577017	30000	R090E	R090E00	Recurrent acute abdominal pain	271858001	406849018	32
5193711000006112	1	^ESCTRI519371		RIF - Right iliac fossa	243963000	1223256011	31
4546201000006117	60	^ESCTRI454620		RIF - Right iliac fossa pain	162051008	252590017	27
5892741000006113	100	^ESCTRI589274		Right hypochondrial pain	301367001	442651015	31
5193701000006114	40	^ESCTRI519370		Right iliac fossa	243963000	364841014	31
252589014	400000	1977	1977.00	Right iliac fossa pain	162051008	252589014	27
5700661000006118	700	^ESCTRI570066		Right sided abdominal pain	285388000	424373011	31
252586019	40000	1974	1974.00	Right subcostal pain	162048001	252586019	27
369361010	30000	197-3	197..13	Site of abdominal pain	247353003	369361010	27
5497951000006119	80	^ESCTSI549795		Site of gastrointestinal tract pain	267050002	397911010	27
397910011	20000	197	197..00	Site of GIT pain	267050002	397910011	27
252597019	3000	197Z	197Z.00	Site of GIT pain NOS	267050002	397910011	27
2659121000006113	4	^ESCTSP265912		Spasmodic abdominal pain	9991008	195250015	27
317567019	100000	R0904	R090400	Stomach cramps	51197009	495953011	32
3329721000006110	2	^ESCTST332972		Stomach gripes	51197009	1230956013	32
5700181000006118	90	^ESCTST570018		Strain of abdominal muscle	285348005	424325018	31
13972341000006119	100	^ESCT1397234		Strain of rectus abdominus muscle	871692005	3973878017	32
369360011	6000	197-4	197..14	Subcostal pain	247352008	369360011	27
2686431000006119	10	^ESCTSU268643		Suprapubic region	11708003	20230012	32
3486521000006112	20	^ESCTSW348652		Swelling of abdomen	60728008	498831014	32
3486481000006112	20000	^ESCTSW348648		Swollen abdomen	60728008	498830010	32
442693019	40000	2I181	2I18100	Tenderness of epigastrium	301403003	442693019	27
5893241000006114	30	^ESCTTE589324		Tenderness of hypogastrium	301409004	442699015	31
5893201000006112	10	^ESCTTE589320		Tenderness of left hypochondrium	301405005	442695014	31
5893271000006118	40	^ESCTTE589327		Tenderness of left iliac fossa	301411008	442702010	31
5893191000006114	20	^ESCTTE589319		Tenderness of right hypochondrium	301404009	442694013	31
5893251000006111	60	^ESCTTE589325		Tenderness of right iliac fossa	301410009	442701015	31
5243121000006113	5000	^ESCTTY524312		Type of abdominal pain	247358007	2768129012	27
5516891000006111	300	^ESCTTY551689		Type of gastrointestinal tract pain	270477000	405084010	27
85031000006113	50000	196	196..00	Type of GIT pain	270477000	405085011	27
369364019	4000	196-2	196..12	Type of GIT pain - symptom	270477000	405085011	27
252577012	7000	196Z	196Z.00	Type of GIT pain NOS	270477000	405084010	27
317569016	20000	R0906	R090600	Umbilical pain	88522004	146777018	32
6043831000006112	1	^ESCTUN604383		Unexplained abdominal pain	314212008	458532015	31
137890011	400000	197B	197B.00	Upper abdominal pain	83132003	137890011	27
